Driver,Constructor,Race,Laps,LapTime,TopSpeed,Year,Nationality,Points,Position,PitstopMs
Fernando Alonso,McLaren,Canadian Grand Prix,66,01:15.9,206.974,2017,Spanish,0,19,23309
Fernando Alonso,McLaren,Canadian Grand Prix,66,01:15.9,206.974,2017,Spanish,0,19,23345
Fernando Alonso,McLaren,Canadian Grand Prix,66,01:15.9,206.974,2017,Spanish,0,19,23409
Fernando Alonso,McLaren,Canadian Grand Prix,66,01:15.9,206.974,2017,Spanish,0,19,23500
Fernando Alonso,McLaren,Canadian Grand Prix,66,01:15.9,206.974,2017,Spanish,0,19,23526
Fernando Alonso,McLaren,Canadian Grand Prix,66,01:15.9,206.974,2017,Spanish,0,19,23760
Fernando Alonso,McLaren,Canadian Grand Prix,66,01:15.9,206.974,2017,Spanish,0,19,24047
Fernando Alonso,McLaren,Canadian Grand Prix,66,01:15.9,206.974,2017,Spanish,0,19,24202
Fernando Alonso,McLaren,Canadian Grand Prix,66,01:15.9,206.974,2017,Spanish,0,19,24423
Fernando Alonso,McLaren,Canadian Grand Prix,66,01:15.9,206.974,2017,Spanish,0,19,26764
Fernando Alonso,McLaren,Canadian Grand Prix,66,01:15.9,206.974,2017,Spanish,0,19,28869
Fernando Alonso,McLaren,Canadian Grand Prix,66,01:15.9,206.974,2017,Spanish,0,19,31256
Fernando Alonso,McLaren,Canadian Grand Prix,66,01:15.9,206.974,2017,Spanish,0,19,31596
Fernando Alonso,McLaren,Canadian Grand Prix,66,01:15.9,206.974,2017,Spanish,0,19,51757
Fernando Alonso,McLaren,Canadian Grand Prix,66,01:15.9,206.974,2017,Spanish,0,19,106374
Daniil Kvyat,Toro Rosso,Canadian Grand Prix,54,01:16.7,204.653,2017,Russian,4,15,18088
Daniil Kvyat,Toro Rosso,Canadian Grand Prix,54,01:16.7,204.653,2017,Russian,4,15,22790
Daniil Kvyat,Toro Rosso,Canadian Grand Prix,54,01:16.7,204.653,2017,Russian,4,15,22946
Daniil Kvyat,Toro Rosso,Canadian Grand Prix,54,01:16.7,204.653,2017,Russian,4,15,23061
Daniil Kvyat,Toro Rosso,Canadian Grand Prix,54,01:16.7,204.653,2017,Russian,4,15,23229
Daniil Kvyat,Toro Rosso,Canadian Grand Prix,54,01:16.7,204.653,2017,Russian,4,15,23267
Daniil Kvyat,Toro Rosso,Canadian Grand Prix,54,01:16.7,204.653,2017,Russian,4,15,23309
Daniil Kvyat,Toro Rosso,Canadian Grand Prix,54,01:16.7,204.653,2017,Russian,4,15,23345
Daniil Kvyat,Toro Rosso,Canadian Grand Prix,54,01:16.7,204.653,2017,Russian,4,15,23409
Daniil Kvyat,Toro Rosso,Canadian Grand Prix,54,01:16.7,204.653,2017,Russian,4,15,23500
Daniil Kvyat,Toro Rosso,Canadian Grand Prix,54,01:16.7,204.653,2017,Russian,4,15,23526
Daniil Kvyat,Toro Rosso,Canadian Grand Prix,54,01:16.7,204.653,2017,Russian,4,15,23760
Daniil Kvyat,Toro Rosso,Canadian Grand Prix,54,01:16.7,204.653,2017,Russian,4,15,24047
Daniil Kvyat,Toro Rosso,Canadian Grand Prix,54,01:16.7,204.653,2017,Russian,4,15,24202
Daniil Kvyat,Toro Rosso,Canadian Grand Prix,54,01:16.7,204.653,2017,Russian,4,15,24423
Daniil Kvyat,Toro Rosso,Canadian Grand Prix,54,01:16.7,204.653,2017,Russian,4,15,26764
Daniil Kvyat,Toro Rosso,Canadian Grand Prix,54,01:16.7,204.653,2017,Russian,4,15,28869
Daniil Kvyat,Toro Rosso,Canadian Grand Prix,54,01:16.7,204.653,2017,Russian,4,15,31256
Daniil Kvyat,Toro Rosso,Canadian Grand Prix,54,01:16.7,204.653,2017,Russian,4,15,31596
Daniil Kvyat,Toro Rosso,Canadian Grand Prix,54,01:16.7,204.653,2017,Russian,4,15,51757
Daniil Kvyat,Toro Rosso,Canadian Grand Prix,54,01:16.7,204.653,2017,Russian,4,15,106374
Max Verstappen,Red Bull,Canadian Grand Prix,10,01:17.2,203.396,2017,Dutch,45,6,18088
Max Verstappen,Red Bull,Canadian Grand Prix,10,01:17.2,203.396,2017,Dutch,45,6,22790
Max Verstappen,Red Bull,Canadian Grand Prix,10,01:17.2,203.396,2017,Dutch,45,6,22946
Max Verstappen,Red Bull,Canadian Grand Prix,10,01:17.2,203.396,2017,Dutch,45,6,23061
Max Verstappen,Red Bull,Canadian Grand Prix,10,01:17.2,203.396,2017,Dutch,45,6,23229
Max Verstappen,Red Bull,Canadian Grand Prix,10,01:17.2,203.396,2017,Dutch,45,6,23267
Max Verstappen,Red Bull,Canadian Grand Prix,10,01:17.2,203.396,2017,Dutch,45,6,23309
Max Verstappen,Red Bull,Canadian Grand Prix,10,01:17.2,203.396,2017,Dutch,45,6,23345
Max Verstappen,Red Bull,Canadian Grand Prix,10,01:17.2,203.396,2017,Dutch,45,6,23409
Max Verstappen,Red Bull,Canadian Grand Prix,10,01:17.2,203.396,2017,Dutch,45,6,23500
Max Verstappen,Red Bull,Canadian Grand Prix,10,01:17.2,203.396,2017,Dutch,45,6,23526
Max Verstappen,Red Bull,Canadian Grand Prix,10,01:17.2,203.396,2017,Dutch,45,6,23760
Max Verstappen,Red Bull,Canadian Grand Prix,10,01:17.2,203.396,2017,Dutch,45,6,24047
Max Verstappen,Red Bull,Canadian Grand Prix,10,01:17.2,203.396,2017,Dutch,45,6,24202
Max Verstappen,Red Bull,Canadian Grand Prix,10,01:17.2,203.396,2017,Dutch,45,6,24423
Max Verstappen,Red Bull,Canadian Grand Prix,10,01:17.2,203.396,2017,Dutch,45,6,26764
Max Verstappen,Red Bull,Canadian Grand Prix,10,01:17.2,203.396,2017,Dutch,45,6,28869
Max Verstappen,Red Bull,Canadian Grand Prix,10,01:17.2,203.396,2017,Dutch,45,6,31256
Max Verstappen,Red Bull,Canadian Grand Prix,10,01:17.2,203.396,2017,Dutch,45,6,31596
Max Verstappen,Red Bull,Canadian Grand Prix,10,01:17.2,203.396,2017,Dutch,45,6,51757
Max Verstappen,Red Bull,Canadian Grand Prix,10,01:17.2,203.396,2017,Dutch,45,6,106374
